id,price,accommodates,bedrooms,beds,review_scores_rating,number_of_reviews,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_experience,is_professional_host,is_entire_home_apt,is_private_room,is_shared_room,is_hotel_room,is_pankow,is_neukoelln,is_mitte,is_friedrichshain_kreuzberg,is_charlottenburg_wilm,is_tempelhof_schoeneberg,is_lichtenberg,is_steglitz_zehlendorf,is_treptow_koepenick,is_reinickendorf,is_marzahn_hellersdorf,is_spandau,dist_brandenburger_tor,dist_alexanderplatz,dist_reichstagsgebaeude,dist_potsdamer_platz,dist_siegessaeule,dist_tiergarten,has_wifi,has_kitchen,has_air_conditioning,has_free_parking,has_washer,has_dryer,has_heating,has_tv,has_dishwasher,has_refrigerator,has_microwave,has_coffee_maker,has_hot_water,has_smoke_alarm,has_essentials,has_hair_dryer,has_iron,has_bed_linens,has_shampoo,has_free_washer,bathrooms,property_entire_rental_unit,property_private_room_in_rental_unit,property_entire_condo,property_entire_serviced_apartment,property_room_in_hotel,property_private_room_in_condo,property_entire_loft,property_private_room_in_home,property_entire_home,property_private_room_in_bed_and_breakfast,property_private_room_in_hostel,property_entire_guesthouse,property_room_in_boutique_hotel,property_shared_room_in_hostel,property_room_in_aparthotel,property_other,bedroom_density,beds_per_person,bathrooms_per_person,total_rooms,avg_dist_to_landmark,review_score_std,min_dist_to_landmark,total_amenities
1444364614289919520,56.0,1,1.0,1.0,5.0,4,5.0,5.0,5.0,5.0,5.0,4.75,3844.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.07805099105824,5.59498927660699,8.119489406680877,8.372195204489476,9.939419754019488,9.602039453186652,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,8.284364014340285,0.0944911182523068,5.59498927660699,12
1444644208736898977,68.0,2,1.0,1.0,4.89,18,4.94,4.56,4.94,5.0,4.94,4.83,1164.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5963981109061622,1.3525380906600166,3.5685190265177544,4.099611573604819,5.369292395654722,5.156561603149355,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,3.8571534667488048,0.14701797752072968,1.3525380906600166,10
1444705983811945791,103.0,2,1.0,1.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,145.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.936740841244424,5.058686588510936,3.6575462584493112,4.632339164349718,3.7256889874687618,4.26845520333655,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,4.213242840559951,0.06831300510639743,3.6575462584493112,10
1444707574500328133,134.0,4,1.0,2.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,145.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.909646396827672,5.008310202060053,3.630131419628342,4.610228183674026,3.727899168942436,4.263386055083792,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,2.0,4.19160023770272,0.06831300510639743,3.630131419628342,7
1444735613398126796,210.0,6,3.0,1.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,2898.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.6934570499636035,9.05882218826217,6.766183956524656,6.206645087810166,5.14376787055297,5.15155952195984,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.16666666666666666,0.3333333333333333,5.0,6.503405945845567,0.06831300510639743,5.14376787055297,18
1444783093386013091,95.0,2,1.0,1.0,3.4,5,3.8,3.6,4.4,4.6,4.8,3.4,773.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0253169939528055,2.4735880284754264,3.898127152359176,4.7006393804194255,5.524463094633996,5.4981948593736005,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,4.353388251535739,0.5887840577551897,2.4735880284754264,13
1444787903677901380,85.0,2,1.0,1.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,408.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.965913109088336,4.833903525726014,4.712229462884881,5.758917813110272,5.57177781564538,5.9134322410128695,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,5.292695661244625,0.06831300510639743,4.712229462884881,15
1444788187519670804,71.0,3,1.0,1.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,408.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.487809923799619,6.388749380751849,4.6818679310959075,3.7563489515727615,3.8439411771117418,3.3632634650409745,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,4.420330138228809,0.06831300510639743,3.3632634650409745,15
1444813988876937239,180.0,6,0.0,5.0,4.92,12,4.83,4.92,5.0,5.0,4.75,4.67,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.478876001853869,3.72730004452769,5.3523458571321605,6.144674839443739,6.956257614516236,6.949965737980783,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8333333333333334,0.16666666666666666,1.0,5.768236682575747,0.12569805089976535,3.72730004452769,15
1444832681212342610,115.0,3,1.0,1.0,5.0,5,5.0,5.0,5.0,5.0,5.0,4.8,3162.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.119834826371687,9.539395862985703,7.01997358538677,7.09825104863101,5.258815690474211,5.788540918883745,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,6.970801988788854,0.07559289460184551,5.258815690474211,8
1444913631141985485,74.0,2,1.0,1.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,918.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.514560071535676,6.9972755245931095,4.482163597633008,4.331698533853864,2.6632364305365126,3.0287163939218553,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,4.336275092012337,0.06831300510639743,2.6632364305365126,6
1444992948229533866,130.0,2,1.0,1.0,5.0,1,5.0,4.0,5.0,5.0,5.0,4.0,100.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.877084808366215,3.5424823060654567,3.1572893428162274,2.203666773264991,3.853073734556188,3.1440484528303,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,3.1296075696498966,0.48795003647426655,2.203666773264991,6
1445078174945745652,30.0,2,1.0,1.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,483.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.547404557657974,3.308469899093126,5.676668670209236,5.610657928928743,7.400016501018579,6.917429489147954,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,5.743441174342602,0.06831300510639743,3.308469899093126,4
1445102008696764272,193.0,4,3.0,2.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,4281.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.518426651834984,5.879797742629208,3.3855537869798655,3.655681085182999,1.769075628405668,2.444717739699395,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.5,0.5,5.0,3.442208772455354,0.06831300510639743,1.769075628405668,10
1445648768249611347,137.0,2,1.0,1.0,4.0,1,4.0,4.0,4.0,4.0,5.0,4.0,100.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.891388264773985,3.479002279230724,3.171294279997201,2.2357521242323988,3.9143552149450103,3.2081708297531573,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,3.149993832155412,0.37796447300922725,2.2357521242323988,7
1446162645468173676,43.0,1,1.0,1.0,4.67,3,5.0,5.0,4.33,4.67,5.0,5.0,2367.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.140264119025324,7.592880873746269,5.061567689561388,5.078738782651234,3.2659410363703514,3.7666988794415768,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0,4.984348563466024,0.2626785107312739,3.2659410363703514,2
1446290823995854476,169.0,4,2.0,2.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,132.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.634432078186816,10.06043739562761,7.538437164908924,7.597259823375875,5.769017180452401,6.285420093058583,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.25,3.0,7.480833955935036,0.06831300510639743,5.769017180452401,15
1446296998073917649,99.0,3,1.0,2.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,1764.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.1862589201739837,2.8635590878078285,1.4607240001906074,0.456306306422343,2.2662899057891206,1.6238103815505025,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,1.6428247669890643,0.06831300510639743,0.456306306422343,11
1446304857132035426,57.0,3,1.0,2.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,1764.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.1857390944777673,2.8632462014958744,1.4602071290603331,0.4558568871942413,2.2660454465404,1.6236458346961016,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,1.6424567655774531,0.06831300510639743,0.4558568871942413,11
1446375155008874247,59.0,2,2.0,2.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,1764.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0737503056660023,1.565705860971295,3.251091247729475,3.030205408866503,4.867306098226359,4.342978721826068,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.5,3.0,3.3551729405476167,0.06831300510639743,1.565705860971295,9
1446861918532076953,66.0,3,1.0,1.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,408.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.5943604410096,4.625802477672165,4.335347837103011,5.385389548920011,5.145688987438774,5.499218827310993,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,4.930968019909092,0.06831300510639743,4.335347837103011,15
1446862242596527946,51.0,2,1.0,1.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,408.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.704611706535072,5.787185610094233,4.426015119144673,5.389530248676682,4.376405560975036,4.958766966059292,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,4.940419201914165,0.06831300510639743,4.376405560975036,15
1446993798027111825,82.0,3,1.0,2.0,5.0,14,5.0,4.86,5.0,4.93,4.93,5.0,544.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.679508898249574,5.891159852297421,7.87640620222786,7.483199040777709,9.374146607115533,8.76506948767345,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,7.844915014723591,0.055075705472860975,5.891159852297421,4
1447107322777224313,138.0,6,3.0,2.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4199.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.7408403520703475,5.382349014796279,6.013097257057741,5.165370954830078,6.865254535303268,6.15394546652649,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3333333333333333,0.25,4.5,5.886809596764034,0.0,5.165370954830078,14
1447234834584765429,69.0,2,1.0,1.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,727.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.169368760310739,4.0310724455449725,6.317850690436185,6.16213501454614,7.994778892878192,7.475383478902142,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,6.358431547103062,0.06831300510639743,4.0310724455449725,5
1447631692937562533,32.0,6,1.0,6.0,4.0,1,4.0,4.0,5.0,5.0,4.0,2.0,4419.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.230773707343807,1.0089434541267133,3.3395908310855047,3.4078358024170545,5.102822232498193,4.6783196900129695,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16666666666666666,1.0,0.16666666666666666,2.0,3.46138095291404,1.0,1.0089434541267133,9
1447691207388146236,120.0,3,1.0,2.0,5.0,9,5.0,4.89,5.0,5.0,5.0,5.0,3229.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5204377224247088,5.51726311798284,3.7080749756129623,2.806816244500503,2.9190527615529276,2.397875715414074,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,3.478253422914669,0.041576092031015116,2.397875715414074,14
1447700264305408621,81.0,5,1.0,2.0,5.0,1,4.0,5.0,5.0,5.0,5.0,4.0,3138.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.9898319227586927,5.045081304903685,3.7100018627440097,4.695984549568301,3.8308595041819857,4.362915046055993,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.2,2.0,4.272445698368778,0.48795003647426655,3.7100018627440097,16
1447717180440055424,78.0,4,2.0,2.0,4.4,5,4.4,4.6,4.6,4.8,4.8,4.6,3138.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.076027211084432,5.779744268131176,4.298897133379563,3.3032719908338968,3.766446839591062,3.1813197125389188,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.25,3.0,4.067617859259841,0.163299316185545,3.1813197125389188,14
1447726909806697560,240.0,7,2.0,4.0,4.77,13,4.54,4.69,4.77,4.92,4.54,4.62,535.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.6898382126442202,2.7107593879494982,1.9692686561227024,1.093209071228075,2.92826336444021,2.27195895009461,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857,0.5714285714285714,0.14285714285714285,3.0,2.1105496070798857,0.1387701079380672,1.093209071228075,11
1447741031501213418,77.0,2,1.0,1.0,5.0,14,5.0,4.92,5.0,4.92,4.92,5.0,3405.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.6769849121519294,2.158043829598546,1.9356100374883989,1.33080695751913,3.2220529545040204,2.6259566379880614,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1.0,3.0,2.1582425548750144,0.04276179870598794,1.33080695751913,13
1447744576132998818,156.0,2,1.0,1.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,3894.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.648045475654281,1.7007200658943016,2.512104257559387,3.3497923783746355,4.15588873600079,4.1110383375026665,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,3.0795982084976767,0.06831300510639743,1.7007200658943016,5
1447764956217274272,70.0,1,1.0,1.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,292.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.746095011833632,3.5065842586359106,4.972090820047365,4.45468573353546,6.343722821891944,5.711958319362116,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,4.955856160884405,0.06831300510639743,3.5065842586359106,3
1447814507422552057,70.0,2,1.0,1.0,4.9,10,5.0,4.7,5.0,5.0,4.8,4.8,3405.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.8898628387669365,2.2348997168283695,2.149720828805014,1.5105336033701524,3.401278876555845,2.788489847253268,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1.0,3.0,2.329130951929931,0.12149857925879118,1.5105336033701524,13
1448358565723701384,116.0,4,2.0,3.0,4.64,11,4.55,4.64,4.91,4.82,4.73,4.64,4235.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.153899456912024,4.476116243876265,1.9969485356729235,2.4275800785513653,0.8029434700078685,1.4768568018983483,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.75,0.25,3.0,2.2223907644864656,0.12421180068162399,0.8029434700078685,16
1448361400996694250,95.0,3,1.0,2.0,4.91,11,4.9,4.8,4.8,4.9,4.8,4.7,4235.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.165337301558187,4.4918341845208785,2.010215333846013,2.432946551098824,0.7942777607200748,1.4724700036101546,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,2.227846855892355,0.07724420150837658,0.7942777607200748,16
1448390225115145160,101.0,2,1.0,1.0,5.0,3,5.0,5.0,5.0,5.0,5.0,5.0,2790.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.8038688044646864,6.991057217392864,4.940780478574412,4.183420799785681,3.674267350428165,3.403317018787201,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,4.666118611572169,0.0,3.403317018787201,8
1448407515754441769,69.0,3,1.0,1.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,408.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.828780403456712,3.3078276047458415,4.085464094920369,3.3881069192409323,5.237804065006577,4.568231060863509,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,4.069369024705657,0.06831300510639743,3.3078276047458415,13
1448490385212738873,111.0,2,1.0,1.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,2956.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.569422295898162,17.917493582210874,15.443040395129689,15.597657072270994,13.736879156228154,14.291426203957052,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1.0,3.0,15.425986450949154,0.06831300510639743,13.736879156228154,5
1448570861813603322,160.0,4,2.0,2.0,4.89,9,4.78,4.89,4.89,5.0,4.67,4.78,148.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.008680611395867,10.84677782476737,9.19309515183012,8.28301204706805,8.112778566967444,7.771232455328422,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.25,3.0,8.869262776226213,0.10734900802433855,7.771232455328422,10
1448709476321062985,127.0,2,1.0,1.0,5.0,1,5.0,5.0,5.0,3.0,5.0,5.0,461.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.171915309849906,3.831148970031315,6.282416752919098,6.286260837883493,8.039382775504231,7.584266520687913,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,6.36589852781266,0.7559289460184545,3.831148970031315,15
1449110128560628601,137.0,7,3.0,7.0,3.25,4,3.75,3.0,4.5,4.0,3.5,3.0,543.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.44231387076914,5.247259067825477,7.369153089225048,8.003303632925364,9.09130366416197,8.983035084506616,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42857142857142855,1.0,0.14285714285714285,4.0,7.68939473490227,0.5536674263920707,5.247259067825477,6
1449133876809938774,33.0,1,2.0,2.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,3746.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.846340889299952,6.081953800875927,4.571483652747792,5.496435042660673,4.34605895854588,4.964781414876844,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,3.0,5.051175626501178,0.06831300510639743,4.34605895854588,3
1449703603348267279,95.0,2,1.0,1.0,4.94,17,4.88,4.82,4.82,4.94,5.0,4.94,3430.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.354387372169532,1.394002654125859,2.2433082192054044,3.0274124431386413,3.95190646606561,3.855551864220437,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,2.804428169820914,0.06803360514166089,1.394002654125859,14
1449841083340421841,274.0,11,4.0,2.0,4.75,4,4.75,4.25,5.0,5.0,4.5,4.5,580.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.897826637775307,7.215780687758953,4.995653416735792,4.366402745660921,3.5161189319731787,3.393759348962772,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36363636363636365,0.18181818181818182,0.09090909090909091,5.0,4.730923628144487,0.27817432013209337,3.393759348962772,15
1449854077925392642,59.0,2,1.0,1.0,5.0,2,5.0,5.0,5.0,5.0,5.0,5.0,3737.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.601390251635763,9.06523337197694,6.533241195745988,6.4908962707754245,4.72492320120408,5.178848085034185,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,6.43242206272873,0.0,4.72492320120408,13
1449986478717492581,68.0,4,2.0,2.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,3696.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.304696540470349,2.8586347346800496,5.379850931608919,5.5320720740979565,7.180735141288055,6.790987330239513,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.25,3.0,5.507829458730806,0.06831300510639743,2.8586347346800496,5
1450005593886253694,215.0,7,2.0,2.0,4.75,8,4.5,4.63,4.88,4.75,4.38,4.5,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.560968783528298,3.845053608665824,5.429350164486918,6.2345370282342945,7.016289586595409,7.022312272613139,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857,0.2857142857142857,0.14285714285714285,3.0,5.851418574020648,0.17679689719319977,3.845053608665824,12
1450074869217239183,69.0,1,1.0,1.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,2956.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.542900308044375,17.885849231725473,15.41482209361985,15.57653847568046,13.713330301111494,14.271321385591998,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0,15.400793632628945,0.06831300510639743,13.713330301111494,5
1450092221504273469,93.0,1,1.0,1.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,2956.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.475242531648236,17.81580474388326,15.346370990005733,15.511508028187672,13.64713596696815,14.206825134364149,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0,15.333814565842866,0.06831300510639743,13.64713596696815,5
